,0
268,3527223006219570
269,4778491402480
270,4992990318968800
271,4195690323177770
272,4879364868418510
273,36203990764456
274,6011699977802880
275,4255256184078520
276,30549338918055
277,4528527933252070
278,6011175345214370
279,2716341085852660
280,180068798024534
281,4057380293759
282,6543550264501500
283,30163856492574
284,3537216664039270
285,2239755029497130
286,4455318078827770
287,180040210512560
288,343571238765040
289,213133126815481
290,2478596423677220
291,6011652694986460
292,30175330419866
293,2384344539414570
294,4574291328888710000
295,30226033525101
296,4843336241438240
297,4754720811949470
298,3534039557891860
299,4410206147743
300,3511992632846910
301,4953143072786900
302,4973685909834
303,3515489953421250
304,6552676399134270
305,180087457202785
306,30003676497983
307,180049432732427
308,4622297557774960
309,4869615259599
310,6557663030337110
311,371286204682393
312,5586003885783590
313,3508922970002280
314,4214248522321
315,3523784552277190
316,349777704175572
317,375927731173325
318,4060485550834
319,3508064302339420
320,5281712127436840
321,4608461645133
322,3536684305640410
323,36430570495884
324,4521190203012090
325,4041150101145
326,30350675094505
327,585787028182
328,30505765109634
329,630496151600
330,30535888793394
331,4064806653749
332,6011982654011120
333,2226666455714860
334,180013014202092
335,4270806854196070
336,3508505361552920
337,180055378231365
338,4437869512603720
339,4081044914603690000
340,376565443700446
341,2308981013074680
342,371218054210660
343,4639556041980890000
344,2252875267422480
345,4985281167290020000
346,377627647615272
347,213104947760784
348,3570296014307760
349,6011855038343090
350,3588589103840880
351,3588597828317410
352,3553126504056180
353,30564783567505
354,2720634764832380
355,4276232450444860000
356,6011607308277440
357,4331856967112130
358,4623126394782470000
359,3526757573667370
360,345868063546083
361,180033061027705
362,4260209639187020000
363,4772370447118460
364,4007356983297
365,213117713462781
366,4295778796427
367,348963666610803
368,4362739583664
369,4403772847165410
370,4105389207283640000
371,4599113640256500
372,3567978474663170
373,6011967640156280
374,676392475940
375,6589431230204560
376,36452520930810
377,4168038747256640
378,373596541536799
379,30313916974067
380,6500569947413150
381,30523024601960
382,180056746770795
383,4141683604552610000
384,2293302667552070
385,344880901527283
386,4127304499740520000
387,4705388823684
388,503863523463
389,4312271503232
390,213135355809051
391,3562219981147900
392,213105203393830
393,3591695996938140
394,4510175513629910000
395,6554642463867700
396,4829307419570
397,4790769996848330000
398,4032609197775420000
399,345835107861836
400,30333881297971
401,3528870773658970
402,2484103609879090
403,4403572043142100
404,3578962333076840
405,630497074207
406,343366895205921
407,6508493296824750
408,213190391399658
409,3596700970254140
410,30139767171671
411,676169692172
412,4029011854697
413,4194053863325050
414,4534672440375750
415,372115384818155
416,347837147081613
417,4535463650579720000
418,3522779015787820
419,3598597514803400
420,3530400736246970
421,4723837760617570000
422,2656555311231230
423,576674974869
424,676386724220
425,6011502878617980
426,676348808525
427,4453145527530930
428,4394509436847890
429,675964008584
430,4210451370909300000
431,6011288498942930
432,3504923300805520
433,585078515517
434,4711075250928080000
435,4131986971266020
436,2534163614130070
437,2407344573766610
438,372882110452076
439,502039766360
440,4367774640063
441,585979209251
442,564935528161
443,5584053145977860
444,4334114209785
445,30411309834698
446,6520162040187580
447,4876334600464260
448,345575950536867
449,4586390037620770
450,3591133644937080
451,4713013410398
452,4051810114453930
453,6562517491932290
454,213142338918470
455,4622065715837380
456,2291399544685470
457,30134190577461
458,676177801104
459,4403635376943820
460,639009951919
461,4349411467511750
462,4154723068652520
463,373578710210315
464,213109628578082
465,4628054244621390000
466,503819024020
467,4160710799971000
468,3594294494861640
469,639034743398
470,180018574424549
471,2273061769647660
472,378629815134788
473,3572264455630580
474,6011061367133790
475,6011455816758070
476,4052190188969700000
477,4492770534597
478,3525339956689470
479,4653040590438120
480,6531361813744900
481,4067735370076910
482,630452328994
483,4564760824921
484,676159199881
485,6011943763408730
486,213150510565571
487,2554333001521710
488,4173707428874670000
489,180092459391966
490,3538894583089960
491,3508195688369740
492,3545911548558710
493,4572827549416190
494,3561177128101130
495,370168307165313
496,4649457917094
497,3564801145122920
498,630490483710
499,4018050781281620
500,180092150656337
501,3598268382770550
502,30052444418458
503,4339342749668
504,4785446928816910
505,4932265222735610
506,30250605804744
507,30466112380057
508,4928733591799760000
509,4372561896579620000
510,348068360386369
511,30419423025325
512,3540411981626080
513,4358539098698980
514,6599369403696940
515,6011809744518210
516,4400613865508750
517,30202895538003
518,3518447167500510
519,4481817001765860
520,6541243292744300
521,4405542057208180000
522,4269605967053190000
523,30287975062008
524,4884404539964140000
525,4034518798019690
526,4095291998355
527,4589334853119980
528,30160728654530
529,3534630152990650
530,4401053407717770000
531,2431344295689980
532,4620777943180780
533,3511533650478220
534,3525877598489650
535,4450471183559030
536,6011042075176690
537,676233406161
538,6544985488312750
539,4835254508885
540,213162262855480
541,675951582344
542,6534445002439680
543,3592433154512560
544,4752462868198160000
545,4174326194137850000
546,4235813427414
547,4076979594183730
548,30056613889902
549,3530905959984590
550,30319752573640
551,4249134380208500
552,30037822814105
553,180065517515974
554,346620667054793
555,3526378517253110
556,4541061297691320000
557,3588543082956840
558,639092487706
559,38962780594047
560,4763887164118
561,180069031875674
562,3569945685698710
563,4983271814531790
564,60492450402
565,589365989104
566,5202546653516700
567,676334934400
568,4391351479667350000
569,180096392324042
570,3555231759531960
571,30371758114127
572,4906200452921100
573,38811063298935
574,36274123542556
575,4254202151706340
576,4733257315019740000
577,3516063982922990
578,375218328411231
579,676118993408
580,3517311159528850
581,60404789012
582,676238899709
583,3549538761771950
584,349576887110731
585,3519506110622100
586,2482558853456610
587,30569761884004
588,30421076313172
589,4403854736404
590,213117144284812
591,4659075711324
592,180061208834287
593,2634213483666580
594,4969337258861380
595,180055583405655
596,3573967194630660
597,6011738288573440
598,375880611197676
599,6011234345019400
600,4697714774469
601,4300232181404
602,180063361824964
603,180066713899881
604,5147399913700750
605,377395986855988
606,4416573736075
607,349769141901652
608,376848108044643
609,4609300784958990
610,6011458879028650
611,4555087135099600
612,60437770112
613,4538457993355
614,343237498815988
615,3547436454705020
616,4578376559929
617,3573569511985860
618,3590393572728310
619,213187007916925
620,2268048993122440
621,2434087530392450
622,345585371873666
623,3598844465634740
624,4322101074312
625,180061367423781
626,3520313881234730
627,4264818576749220
628,4287673521091
629,630468342211
630,2448743974220530
631,6515091549324210
632,4502290763599
633,344625296975542
634,30254452425462
635,6526241301336090
636,4021624321391300
637,6011664904394550
638,4092853959310570
639,213157781860672
640,4253416195001950
641,4478608940278150
642,4760986859096800000
643,6011510090541920
644,6508197155835650
645,30469428257258
646,4745247147695530
647,3598138140786340
648,4496508120396100000
649,6011857179851340
650,6501233871277450
651,3577856885102710
652,2268807301429570
653,676146893232
654,60437834504
655,4501903599313870000
656,4432517196029
657,180005174654062
658,2716642521523520
659,4421717685345
660,6011261007617290
661,2702211543642550
662,3578140547436280
663,374125710818892
664,3567336026423690
665,502064358901
666,3562658480375660
667,6503240776921200
668,676195876955
669,4706675806056850
670,3553195687470520
671,30432961845046
672,3558072641422770
673,2266880902560620
674,4992967248055480000
675,2282436649763040
676,3595498957088220
677,372166137579537
678,4138293038608190000
679,3528910346405580
680,4625608378038080
681,349917595543047
682,3570065647620460
683,5324693886216110
684,4428995291092
685,4233770303345480
686,4602883079880
687,4269316785486450
688,6550545983529230
689,30346547458811
690,3599561955811600
691,213183151139745
692,639074292819
693,3542020732624530
694,4115801086731420
695,2294190816485710
696,38966648085155
697,2231603604622050
698,6011423055900020
699,379466637865748
700,347210924688861
701,3547536817357310
702,4235095873475
703,2704294137711980
704,3513445859280220
705,639027649594
706,3558378075681730
707,4625173367586380
708,4811203556744250000
709,2709368109551420
710,60423759343
711,3529855126890670
712,4211242930708
713,4002018380780490
714,3547126515568180
715,676171600544
716,213178201826754
717,639016979002
718,4818801622656
719,4494940424568
720,60459512475
721,213163120438915
722,6011688512323700
723,4378328983778650000
724,4895420843538540000
725,4156755247040070000
726,6011943596100070
727,213130161000532
728,6524080841413880
729,4551764449397980
730,4843483230851600
731,3514981307994670
732,6543547193792830
733,3536833781343120
734,4978138839083970
735,4856093313233480000
736,345064881248090
737,4010145694551480
738,4610813855117850
739,4344676930215350000
740,4817161648433260000
741,4939697474642200000
742,180085382614801
743,213101061076567
744,582375474480
745,5531083918368320
746,374785250111527
747,4647770643611
748,30202275865984
749,2269703600342280
750,4741500660174530
751,6011803105132710
752,4062584042128890
753,379962243311192
754,4460955923626660
755,4566392253705260
756,373726039892780
757,36405479772708
758,6523447822202100
759,30530311657704
760,379596286884663
761,346745773013027
762,2269267248393850
763,5515591723349900
764,349166396985847
765,6584160107252100
766,3586553040641930
767,2713001501907810
768,3571295775840890
769,4007015338779350000
770,630415021694
771,346152887690941
772,4888764701453070
773,4277373303589110
774,4930111329057450000
775,676112613481
776,5399268281728400
777,4829080205579930
778,4158258312842570
779,5369509597427430
780,2259483425659140
781,348756554248375
782,4023899245945390
783,6011088886477480
784,3597537604977190
785,4937081009515
786,4707442026569
787,2717066175059040
788,3509861875979310
789,3592716055903160
790,6546302071893710
791,4922962266731
792,4659610642012560
793,5400916975088620
794,3511081035565280
795,30546665764383
796,3596717771418230
797,4477151609670
798,30531112733538
799,3529443164464450
800,3526626570136160
801,3593271913239240
802,6011411155989180
803,4917181456535
804,3560838092908720
805,371611749657883
806,4593057297343
807,4970743972096900000
808,3593101830028440
809,4425586175140060000
810,2261159543904900
811,4451391601344760000
812,4505395703564370
813,213167085821353
814,3512083231972240
815,4602262556401290
816,3514449098437560
817,4536680211305490
818,4162585124218990
819,30042188507962
820,3567781664548780
821,4561608122435
822,4918636593179
823,4787915516973
824,4004698644110600
825,180092318240446
826,VAB9DSB8ZM
827,4628675619021120000
828,3534426838054540
829,6011608132074610
830,2229666773762260
831,180070877074729
832,2289921097633470
833,4424327820138
834,4957201673495
835,36278317058584
836,4723413973432
837,30025783210090
838,6549470380557760
839,30539636096092
840,3541752675837080
841,5120939858693450
842,4953860819777650
843,30221876403524
844,213129751510835
845,6555930094375350
846,4380531303878910
847,213180543360401
848,4502483486624590000
849,213185215584501
850,6011962460606710
851,6011632753697820
852,4655324001198970
853,676266635769
854,30512765824162
855,4878221881803
856,3590431633740840
857,3524572103378320
858,4167493180016470000
859,4357845066679
860,343036789809084
861,4044152382612110
862,4390910386922960000
863,180082614217735
864,3548121591165460
865,180047371987903
866,676398080074
867,3565340899950070
868,2505053207336060
869,180087159709723
870,3507595511312410
871,4112072534997290000
872,376298425412711
873,4367845994827160
874,3522712871421560
875,3533817442116050
876,3557213130049530
877,4255206163228
878,6542978884130510
879,3515278659516400
880,6573670958946070
881,2689242769131810
882,180096442851010
883,675903242179
884,4749056042863770000
885,30129422771460
886,345227172039078
887,4580155219910390
888,4192300433716220
889,3502006980669370
890,2703636347401630
891,639065047743
892,345196653404467
893,38836353513511
894,4314254184656230000
895,4141903339559010
896,5504565046531510
897,3501428428886220
898,4795338572499310
899,30186480613406
900,4298048067694
901,3562650927824840
902,6011306170695400
903,213160875974227
904,30591365537093
905,375297739455938
906,6534345296761920
907,4591210391813
908,4503951349030130
909,30180498622657
910,370275525337366
911,4749775206408790
912,675943614726
913,6503480985023770
914,4829112419161
915,4626546619929170
916,4976882332432200000
917,4021856387263620
918,3536132920765830
919,3584726644805380
920,4868394397042
921,4315590815799
922,4798446048966620000
923,2484578818866860
924,379026978508818
925,3576058568816810
926,3597591254903840
927,4133692319515
928,3580752058670320
929,180049439342378
930,4505349003160430
931,4076811135777900000
932,3589181190785870
933,180005882555361
934,4126366558210
935,38182406794067
936,4524046726664100
937,4298871809950050
938,4736525777197480000
939,2720092543167140
940,376267193347250
941,30497457631390
942,38317183933146
943,501886360418
944,6528129774064910
945,4295169504117
946,3594008145521990
947,213151121178770
948,213167864531165
949,4949782488077080000
950,30400416987200
951,676241408688
952,2716944774319570
953,3515893025172960
954,4517693081902
955,4414121132053610
956,4506677895007
957,30246527042710
958,372440290055449
959,4032073233842
960,30098785955186
961,6011720383207380
962,4785306299290
963,3528051321422190
964,6531038933207500
965,6011239889882730
966,4152420631198590
967,4027733905185
968,4007884238564150
969,3594907794796520
970,4763153980734
971,341558117859020
972,4844621219721890
973,4241195154378
974,3501548729226070
975,4634218550054420000
976,60412836177
977,373134065403830
978,5352095792844080
979,3589825035788220
980,503837241945
981,4913219024916090000
982,4065899784309770
983,3574236004436670
984,6537609174349460
985,2584907757376990
986,4629856857054080000
987,4231594021269210
988,3578893648199510
989,38945966556609
990,3556866499435320
991,4740274072627960000
992,3555419400123630
993,36739333340173
994,4468019164260720
995,4091674730726390
996,341753323140386
997,3546470877126700
998,4616315244509520
999,30331296070421
1000,2607233329121460
1001,30273594735000
1002,503809068201
1003,4628818810438
1004,3508063135045640
1005,4504395184234
1006,676251847361
1007,30253478334542
1008,343912297321970
1009,4257850470668700000
1010,503812070269
1011,3521785349758090
1012,503825286373
1013,3550235790852550
1014,373860933782100
1015,4602999299687
1016,4674853269575350000
1017,4229270612183360
1018,4569503445413840000
1019,3573892818782710
1020,2221878357175950
1021,6523882845466790
1022,180068196018757
1023,6011479535449640
1024,373318141902770
1025,213194045588542
1026,3512545461638350
1027,4353805486862130000
1028,4354446328417090
1029,30375263707341
1030,347482220631719
1031,4806349433165
1032,3502401690178850
1033,6523196684177650
1034,2720301851552780
1035,4228087885850360
1036,4380030309423
1037,4564098867850850
1038,676177155279
1039,2259704450565380
1040,4221167370555990
1041,30169644452572
1042,3566159302967760
1043,6011465543695250
1044,3558244711285730
1045,36515276052128
1046,4402615001201220
1047,4201445313141680
1048,38420329722801
1049,38895137234802
1050,213173228911747
1051,180078314608629
1052,180057636491724
1053,3503647856882890
1054,3590825885825150
1055,4516078223676460000
1056,213109685151302
1057,340685306315216
1058,4878395172638340
1059,213176613180000
1060,4612813104807
1061,4981747667254370000
1062,6589051987068900
1063,4041442005783070
1064,5198120600535430
1065,213119926023020
1066,30523209285779
1067,213135893212123
1068,3521084560145570
1069,2494022703247900
1070,180087844513589
1071,180013092542682
1072,3550375961973130
1073,3581097204762020
1074,3508462881454810
1075,373086311603557
1076,4715796098981770
1077,180043807632023
1078,4852330472593060000
1079,571560412264
1080,4579212450647490
1081,30265008896782
1082,213106243563937
1083,3596475429889980
1084,213169418246175
1085,180033071113883
1086,180063611769605
1087,5413848227405660
1088,2230021476856810
1089,348581936856087
1090,3591360546431620
1091,4841663274391940000
1092,4245935353349
1093,375980793737529
1094,6512274395421460
1095,4339350102974
1096,2509634527412760
1097,4669319517257350
1098,4790771890485860
1099,4170538181485
1100,30009626168103
1101,3510746063269640
1102,377575730808975
1103,4996345067883
1104,343764616372980
1105,3585998350016680
1106,60407078405
1107,676201324875
1108,4693402564058500
1109,38651494130087
1110,213122670803746
1111,180047124241202
1112,213178868766384
1113,378053117659311
1114,4692638229617120000
1115,4358075174487080
1116,6011406406212260
1117,4904091344647
1118,4031718904081170000
1119,4413692126955310
1120,3553135392932370
1121,4625583683481670
1122,4410111858241980000
1123,349122751172125
1124,4252299704422
1125,2537342874935730
1126,4832647030008
1127,3565565818534560
1128,4126076201902620000
1129,180041036623425
1130,6011319140286500
1131,30070160895444
1132,6519198063614630
1133,3586998220025090
1134,213193559056698
1135,6011732157268970
1136,6508579250326330
1137,676342497770
1138,4269500117350
1139,30549846007078
1140,180055427082629
1141,4745973502647560
1142,213175625659019
1143,4725569205414140
1144,580405550741
1145,213124170919808
1146,6579839130901240
1147,3589073163918990
1148,378972011276593
1149,4279915010711940
1150,502068782395
1151,3529701386821070
1152,36612947046074
1153,3565095769388850
1154,213106296830555
1155,501819600831
1156,3553864070911620
1157,213146896631383
1158,2679782862842830
1159,4024404116125600
1160,3524290376286650
1161,4423235876183760000
1162,5260053446250720
1163,2354122823219540
1164,38235163178674
1165,6581045284194340
1166,3509082905994920
1167,6011518002541290
1168,2222911104035170
1169,2720987155568230
1170,373752078729071
1171,676239422733
1172,2247136285009190
1173,30539556264290
1174,4791570885466320
1175,4695422347011190000
1176,38186932929121
1177,4209661674143960000
1178,3597684752028080
1179,36664331518994
1180,213122123620408
1181,213168070627409
1182,4884651808787210
1183,180078745706869
1184,5425193099286390
1185,2244726343983970
1186,4104840306522
1187,4236344656931100
1188,3530122257495030
1189,676208979804
1190,213117135698111
1191,377736544471042
1192,4475287905624
1193,4154467840962600
1194,4364540547349590
1195,180062134213265
1196,4452677112648890
1197,370280460218845
1198,4379111045957390
1199,3539253906333870
1200,2720774643370160
1201,4020143346511520
1202,6588339154608180
1203,375659331880179
1204,3552418422881330
1205,30261873734000
1206,4948257751336790
1207,213145817994995
1208,4255201339575
1209,4412881647118440000
1210,213100565283380
1211,5412500190501840
1212,4632533106684
1213,213139466392767
1214,180065342254070
1215,38044054963750
1216,3597981604743810
1217,3527743450281570
1218,3562033714764510
1219,372905230076036
1220,2241198134108920
1221,2294770282569030
1222,573550049486
1223,4490315119685670
1224,371660758841607
1225,3564709799315480
1226,180005358797240
1227,5276265191613000
1228,38866092718428
1229,4533851183689890000
1230,4069504290298
1231,344775845056995
1232,3545453414018480
1233,6011834320061360
1234,3508786300299090
1235,4513700959744550000
1236,30123127199770
1237,4110529942222740
1238,3552210703729040
1239,376828033593997
1240,5308229972264940
1241,4447778046440
1242,213161924852703
1243,4927602794885
1244,6570641518621810
1245,4959056371365
1246,3549516480299890
1247,2233622104422380
1248,3586458265805970
1249,180023513924047
1250,6011274080742200
1251,180022859369973
1252,3500239855345020
1253,3575827480299980
1254,4130101753002640
1255,503836440456
1256,3545460415352870
1257,3541183043822150
1258,4310478407558810
1259,213199936642613
1260,180066579420269
1261,349071872451860
1262,3583945758183700
1263,4753972700986570
1264,4728967195290
1265,346062706998526
1266,4791816684219580000
1267,4797588933165
1268,213183649351258
1269,6011718884650490
1270,349893115217638
1271,4948467187574350
1272,4218482813308770
1273,3511872444836400
1274,4318067637258
1275,213188160969446
1276,30587079887154
1277,3573692132133250
1278,676126375515
1279,375542242415741
1280,3574688128460650
1281,4277927044880100
1282,5134934058296090
1283,4025332946501320000
1284,4519374404574040000
1285,2256405521922800
1286,639069427180
1287,502055223031
1288,3520965438623840
1289,2720379349941790
1290,3547363334826400
1291,630423061609
1292,3556690112562600
1293,630415812183
1294,180055097120469
1295,3582797130336090
1296,3573701973177260
1297,5196601702557400
1298,4060648021227240
1299,3536744067416830
1300,4726101010022820
1301,213190825082094
1302,30403595566761
1303,4597247227417
1304,4759392812037820000
1305,4473257334776710000
1306,6011795489307220
1307,30560908870758
1308,2720821406666800
1309,4227057750747260
1310,6011575389497600
1311,341815170096779
1312,4005771536237
1313,4635229967293
1314,3576626374874020
1315,4903551674425130000
1316,30565470024395
1317,30340141010961
1318,6011808681237790
1319,2236744649248520
1320,5178625711472530
1321,4403859160555160
1322,565233615642
1323,6011322390742470
1324,4490080892128840
1325,6011401175522520
1326,4089560128448560
1327,4134454736890430000
1328,5518793524632600
1329,4568042407113050000
1330,4702242750433620
1331,572459964613
1332,30148537691637
1333,180062547468241
1334,4275716156907500
1335,30034752468051
1336,180044483229589
1337,3598344137391930
1338,4075465723524050000
1339,3517703495618890
1340,3505076855006580
1341,4958412950774040
1342,2707016070588420
1343,3592133699432710
1344,6543310847713410
1345,30202237528027
1346,180015790641310
1347,4063809353669860
1348,5278120877774140
1349,676359881601
1350,4575181500643
1351,213116513553435
1352,6584222408640000
1353,4433375482379220
1354,5124639735421010
1355,630435768035
1356,6583143203823200
1357,4942150594857560
1358,6011810356786130
1359,4644438673224480
1360,6512397945338280
1361,3528239718234490
1362,4582938562132
1363,675970288006
1364,180011637061556
1365,370657981019085
1366,3562114542878730
1367,180071716441855
1368,4129757871945
1369,213121874084913
1370,676348204725
1371,3524348839935170
1372,3596977671437300
1373,213179152392937
1374,6011387660273910
1375,3519230370635530
1376,213169263345080
1377,4139730656180
1378,4270130377983080
1379,4440466727389
1380,4581042812730
1381,3501977616743360
1382,4359085122825240
1383,180072517698834
1384,639023913390
1385,3587691552501230
1386,6011433247302600
1387,30500080800330
1388,4231017779853500
1389,6550803400109370
1390,2427361109662930
1391,3590252138118460
1392,375905084201653
1393,4873219908269640
1394,6520246654215670
1395,30591100673369
1396,30271597074583
1397,4159183401557750
1398,4197620491785050
1399,2274756318590200
1400,38193008048661
1401,4587697309049010
1402,4379756020499490
1403,4126693425562
1404,4876896923241630000
1405,2234332550529530
1406,4834561541987310
1407,2259785530632450
1408,4851236131173870
1409,4587295380500700
1410,4469860830937
1411,4099249447770
1412,3570777683330400
1413,4674117552370
1414,3553675930623640
1415,3557909165722710
1416,375940377039403
1417,4171683055872420
1418,4704521829845550
1419,2720981267744590
1420,3509567432950530
1421,6530240476297720
1422,4402288245263
1423,3571915521097220
1424,3566818171969730
1425,180022183139464
1426,4722385995047420
1427,4199342830394780000
1428,3541825860767720
1429,378986701619177
1430,3570151215703900
1431,3517928758858990
1432,6011367975956880
1433,2242913426273330
1434,30218981883780
1435,377108876783495
1436,213188032400935
1437,377796305296749
1438,6515586684521570
1439,6011429624848530
1440,MOZOT5Q95V
1441,3531231102721490
1442,4265905873417050
1443,4063179594495130000
1444,4361474666358640000
1445,4266601318666440
1446,4376263742931540
1447,4432220981896380
1448,2286594900538290
1449,4207486499403280
1450,213167304669690
1451,370119986827624
1452,30089263411255
1453,3588507598854750
1454,4024993816682190
1455,5570153154007440
1456,3557387570292750
1457,6533483690655910
1458,213129706343167
1459,4288781322570
1460,180092261730203
1461,3526629305894530
1462,4687127581129480000
1463,4681060026179
1464,3573918734449810
1465,503877404338
1466,3517666229075960
1467,379753973875856
1468,36040310842715
1469,4075499987064240
1470,38668123044919
1471,4675560440997
1472,341556617843825
1473,4263129415478950
1474,180060619779701
1475,2286507537281370
1476,3588369758370040
1477,501857694639
1478,213113489110118
1479,3524832284329820
1480,213186085130375
1481,30065979770333
1482,4616642571888
1483,30455525004032
1484,347866422904504
1485,60491215673
1486,3524986942711010
1487,2615622531301250
1488,6548316204001810
1489,676101429105
1490,379901145370427
1491,6598923501466790
1492,375342227281998
1493,3504933232712210
1494,3597445946487940
1495,5233904484310130
1496,341437852446782
1497,30173645736504
1498,30279720242696
1499,5508374218026720
1500,4720368482944480
1501,2234515800741870
1502,3506124545406520
1503,6533142373166610
1504,3585542587627010
1505,4737494024527
1506,30366195420814
1507,6011549320203100
1508,347328648805817
1509,30376594760827
1510,4832490139632720
1511,3598279466552110
1512,3597177614704290
1513,373966391063824
1514,3527201103832930
1515,6011067852193710
1516,6011464331179280
1517,3500101211451400
1518,4933855585814
1519,30498323727602
1520,6011298169077460
1521,4840234279702040
1522,4694849505923570
1523,4438151790696
1524,6513343081017790
1525,180013782044783
1526,3558194708803460
1527,3568611431834640
1528,4554807299808050
1529,4609287457489
1530,4180518723372560
1531,4522287605913750
1532,4631631945209560
1533,6011916047360710
1534,4560597492817
1535,4980439322875
1536,344757538618935
1537,4753853493709630
1538,4353891419001140000
1539,3537691013913890
1540,4034323769379610
1541,2281419573764090
1542,30554238199889
1543,30205781419972
1544,639034553151
1545,3528904134738980
1546,4887217380970630
1547,3555752468547940
1548,4853931562619160
1549,4768271063250400
1550,3516227033520770
1551,4365391790432710
1552,4059251683373
1553,3589947685831090
1554,6529807641639010
1555,4371375616463460000
1556,30385859789769
1557,344662426164770
1558,3555852013365070
1559,3547520670105500
1560,348380486470633
1561,4841640696015960000
1562,3522693616725940
